Date/Time (UTC), Ultra-smoothed Differences
2017-02-24 07:01:46.60,-0.016831
2017-02-24 07:02:01.25,-0.031359
2017-02-24 07:02:15.92,-0.046679
2017-02-24 07:02:30.58,-0.066719
2017-02-24 07:02:45.24,-0.08425
2017-02-24 07:02:59.89,-0.11332
2017-02-24 07:03:14.57,-0.13634
2017-02-24 07:03:29.22,-0.13817
2017-02-24 07:03:43.88,-0.12861
2017-02-24 07:03:58.55,-0.10575
2017-02-24 07:04:13.21,-0.080362
2017-02-24 07:04:27.86,-0.052238
2017-02-24 07:04:42.54,-0.022422
2017-02-24 07:04:57.19,-0.0097275
2017-02-24 07:05:11.85,0.0019531
2017-02-24 07:05:26.52,0.019258
2017-02-24 07:05:41.18,0.03914
2017-02-24 07:05:55.83,0.041561
2017-02-24 07:06:10.51,0.043944
2017-02-24 07:06:25.16,0.052459
2017-02-24 07:06:39.82,0.063125
2017-02-24 07:06:54.49,0.093325
2017-02-24 07:07:09.15,0.12351
2017-02-24 07:07:23.80,0.15208
2017-02-24 07:07:38.48,0.16958
2017-02-24 07:07:53.13,0.17688
2017-02-24 07:08:07.79,0.17266
2017-02-24 07:08:22.45,0.15976
2017-02-24 07:08:37.12,0.14566
2017-02-24 07:08:51.77,0.14812
2017-02-24 07:09:06.45,0.16066
2017-02-24 07:09:21.09,0.16479
2017-02-24 07:09:35.76,0.16379
2017-02-24 07:09:50.42,0.17011
2017-02-24 07:10:05.09,0.17723
2017-02-24 07:10:19.73,0.17418
2017-02-24 07:10:34.41,0.16574
2017-02-24 07:10:49.06,0.15528
2017-02-24 07:11:03.73,0.15629
2017-02-24 07:11:18.39,0.13742
2017-02-24 07:11:33.05,0.11911
2017-02-24 07:11:47.70,0.10742
2017-02-24 07:12:02.38,0.12023
2017-02-24 07:12:17.05,0.14926
2017-02-24 07:12:31.70,0.18438
2017-02-24 07:12:46.38,0.21149
2017-02-24 07:13:01.02,0.20691
2017-02-24 07:13:15.70,0.20292
2017-02-24 07:13:30.35,0.21113
2017-02-24 07:13:45.02,0.21777
2017-02-24 07:13:59.66,0.21844
2017-02-24 07:14:14.34,0.22359
2017-02-24 07:14:28.99,0.23621
2017-02-24 07:14:43.67,0.24618
2017-02-24 07:14:58.32,0.23066
2017-02-24 07:15:12.98,0.21882
2017-02-24 07:15:27.65,0.20999
2017-02-24 07:15:42.31,0.20085
2017-02-24 07:15:56.96,0.17143
2017-02-24 07:16:11.64,0.14218
2017-02-24 07:16:26.29,0.10671
2017-02-24 07:16:40.95,0.070775
2017-02-24 07:16:55.62,0.067138
2017-02-24 07:17:10.28,0.065381
2017-02-24 07:17:24.93,0.03789
2017-02-24 07:17:39.61,0.00625
2017-02-24 07:17:54.26,-0.017031
2017-02-24 07:18:08.92,-0.041836
2017-02-24 07:18:23.59,-0.069725
2017-02-24 07:18:38.25,-0.097969
2017-02-24 07:18:52.90,-0.10972
2017-02-24 07:19:07.58,-0.10769
2017-02-24 07:19:22.23,-0.10074
2017-02-24 07:19:36.89,-0.092888
2017-02-24 07:19:51.55,-0.083981
2017-02-24 07:20:06.22,-0.098162
2017-02-24 07:20:20.87,-0.11043
2017-02-24 07:20:35.55,-0.11602
2017-02-24 07:20:50.19,-0.12902
2017-02-24 07:21:04.86,-0.14051
2017-02-24 07:21:19.52,-0.11952
2017-02-24 07:21:34.19,-0.088706
2017-02-24 07:21:48.83,-0.060776
2017-02-24 07:22:03.51,-0.020775
2017-02-24 07:22:18.16,0.01442
2017-02-24 07:22:32.83,0.040039
2017-02-24 07:22:47.49,0.060547
2017-02-24 07:23:02.16,0.074925
2017-02-24 07:23:16.80,0.0941
2017-02-24 07:23:31.48,0.11149
2017-02-24 07:23:46.13,0.12817
2017-02-24 07:24:00.80,0.16508
2017-02-24 07:24:15.46,0.2020
2017-02-24 07:24:30.12,0.23044
2017-02-24 07:24:44.77,0.24888
2017-02-24 07:24:59.45,0.26087
2017-02-24 07:25:14.12,0.24672
2017-02-24 07:25:28.76,0.22782
2017-02-24 07:25:43.44,0.21086
2017-02-24 07:25:58.09,0.17512
2017-02-24 07:26:12.76,0.14662
2017-02-24 07:26:27.42,0.12513
2017-02-24 07:26:42.08,0.11204
2017-02-24 07:26:56.73,0.1086
2017-02-24 07:27:11.41,0.087194
2017-02-24 07:27:26.06,0.060325
2017-02-24 07:27:40.72,0.04383
2017-02-24 07:27:55.40,0.026874
2017-02-24 07:28:10.05,0.010586
2017-02-24 07:28:24.70,0.0026562
2017-02-24 07:28:39.38,0.0057012
2017-02-24 07:28:54.04,0.013084
2017-02-24 07:29:08.69,0.030272
2017-02-24 07:29:23.37,0.051249
2017-02-24 07:29:38.02,0.066719
2017-02-24 07:29:52.69,0.089644
2017-02-24 07:30:07.35,0.11081
2017-02-24 07:30:22.01,0.13589
2017-02-24 07:30:36.66,0.15202
2017-02-24 07:30:51.34,0.14785
2017-02-24 07:31:05.99,0.14946
2017-02-24 07:31:20.65,0.15961
2017-02-24 07:31:35.32,0.16457
2017-02-24 07:31:49.98,0.15879
2017-02-24 07:32:04.63,0.15613
2017-02-24 07:32:19.31,0.14929
2017-02-24 07:32:33.96,0.13821
2017-02-24 07:32:48.62,0.12984
2017-02-24 07:33:03.29,0.12149
2017-02-24 07:33:17.95,0.10808
2017-02-24 07:33:32.61,0.10496
2017-02-24 07:33:47.28,0.10261
2017-02-24 07:34:01.94,0.090775
2017-02-24 07:34:16.62,0.071131
2017-02-24 07:34:31.27,0.056054
2017-02-24 07:34:45.93,0.051131
2017-02-24 07:35:00.61,0.052616
2017-02-24 07:35:15.26,0.054766
2017-02-24 07:35:29.93,0.055234
2017-02-24 07:35:44.59,0.062461
2017-02-24 07:35:59.25,0.059062
2017-02-24 07:36:13.90,0.050508
2017-02-24 07:36:28.58,0.039961
2017-02-24 07:36:43.23,0.030039
2017-02-24 07:36:57.90,0.020118
2017-02-24 07:37:12.56,0.0097262
2017-02-24 07:37:27.22,-0.01543
2017-02-24 07:37:41.89,-0.039805
2017-02-24 07:37:56.55,-0.059101
2017-02-24 07:38:11.22,-0.075506
2017-02-24 07:38:25.86,-0.094725
2017-02-24 07:38:40.54,-0.11254
2017-02-24 07:38:55.19,-0.12785
2017-02-24 07:39:09.86,-0.13582
2017-02-24 07:39:24.52,-0.14044
2017-02-24 07:39:39.18,-0.14692
2017-02-24 07:39:53.85,-0.14602
2017-02-24 07:40:08.51,-0.13821
2017-02-24 07:40:23.18,-0.12641
2017-02-24 07:40:37.82,-0.1111
2017-02-24 07:40:52.50,-0.095669
2017-02-24 07:41:07.15,-0.078912
2017-02-24 07:41:21.82,-0.054692
2017-02-24 07:41:36.50,-0.035049
2017-02-24 07:41:51.14,-0.0097688
2017-02-24 07:42:05.81,0.023437
2017-02-24 07:42:20.47,0.065275
2017-02-24 07:42:35.14,0.1043
2017-02-24 07:42:49.79,0.12891
2017-02-24 07:43:04.46,0.1336
2017-02-24 07:43:19.11,0.13661
2017-02-24 07:43:33.78,0.14172
2017-02-24 07:43:48.44,0.14895
2017-02-24 07:44:03.11,0.16551
2017-02-24 07:44:17.75,0.18009
2017-02-24 07:44:32.43,0.17934
2017-02-24 07:44:47.10,0.17681
2017-02-24 07:45:01.75,0.17337
2017-02-24 07:45:16.43,0.16813
2017-02-24 07:45:31.09,0.1715
2017-02-24 07:45:45.74,0.17411
2017-02-24 07:46:00.42,0.16959
2017-02-24 07:46:15.07,0.15306
2017-02-24 07:46:29.73,0.13548
2017-02-24 07:46:44.41,0.12926
2017-02-24 07:46:59.06,0.13364
2017-02-24 07:47:13.72,0.14864
2017-02-24 07:47:28.39,0.16242
2017-02-24 07:47:43.05,0.17481
2017-02-24 07:47:57.70,0.16278
2017-02-24 07:48:12.38,0.15636
2017-02-24 07:48:27.04,0.16637
2017-02-24 07:48:41.71,0.18211
2017-02-24 07:48:56.37,0.19929
2017-02-24 07:49:11.03,0.22008
2017-02-24 07:49:25.68,0.23387
2017-02-24 07:49:40.36,0.24195
2017-02-24 07:49:55.03,0.25011
2017-02-24 07:50:09.69,0.26172
2017-02-24 07:50:24.35,0.2807
2017-02-24 07:50:39.02,0.29738
2017-02-24 07:50:53.70,0.31394
2017-02-24 07:51:08.36,0.31028
2017-02-24 07:51:23.01,0.3066
2017-02-24 07:51:37.69,0.2968
2017-02-24 07:51:52.35,0.30512
2017-02-24 07:52:07.02,0.30121
2017-02-24 07:52:21.68,0.2798
2017-02-24 07:52:36.35,0.25145
2017-02-24 07:52:50.99,0.22278
2017-02-24 07:53:05.67,0.19946
2017-02-24 07:53:20.34,0.17871
2017-02-24 07:53:34.99,0.16231
2017-02-24 07:53:49.67,0.14794
2017-02-24 07:54:04.33,0.13375
2017-02-24 07:54:18.98,0.11489
2017-02-24 07:54:33.66,0.0957
2017-02-24 07:54:48.32,0.075038
2017-02-24 07:55:02.97,0.062969
2017-02-24 07:55:17.65,0.052932
2017-02-24 07:55:32.31,0.052541
2017-02-24 07:55:46.96,0.048478
2017-02-24 07:56:01.64,0.063944
2017-02-24 07:56:16.31,0.094925
2017-02-24 07:56:30.95,0.12805
2017-02-24 07:56:45.63,0.15719
